detector_id,detector_name,severity,bioguide_id,member_name,party,state,district,quarter,description,amount,vendor_name,extra_json
C,Category spend outlier,HIGH,M000317,Nicole Malliotakis,R,NY,,2025Q3,"FRANKED MAIL is 24.4% of non-personnel spend (z=44.9, peer median 0.4%)",39951.18,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""24.36%"", ""peer_median_share"": ""0.35%"", ""z_score"": 44.89}"
C,Category spend outlier,HIGH,T000478,Claudia Tenney,R,NY,,2025Q4,"FRANKED MAIL is 19.8% of non-personnel spend (z=44.8, peer median 0.3%)",14338.8,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""19.84%"", ""peer_median_share"": ""0.29%"", ""z_score"": 44.81}"
C,Category spend outlier,HIGH,E000294,Tom Emmer,R,MN,,2025Q1,"FRANKED MAIL is 12.7% of non-personnel spend (z=44.8, peer median 0.0%)",10027.8,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""12.65%"", ""peer_median_share"": ""0.00%"", ""z_score"": 44.8}"
C,Category spend outlier,HIGH,A000376,Colin Z. Allred,D,TX,,2024Q4,"EQUIPMENT is 72.6% of non-personnel spend (z=43.9, peer median 1.6%)",41505.47,,"{""category"": ""EQUIPMENT"", ""category_share"": ""72.59%"", ""peer_median_share"": ""1.58%"", ""z_score"": 43.9}"
C,Category spend outlier,HIGH,P000034,"Frank Pallone, Jr.",D,NJ,,2024Q4,"FRANKED MAIL is 57.4% of non-personnel spend (z=43.6, peer median 0.9%)",112884.5,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""57.36%"", ""peer_median_share"": ""0.93%"", ""z_score"": 43.64}"
C,Category spend outlier,HIGH,E000294,Tom Emmer,R,MN,,2025Q3,"FRANKED MAIL is 23.4% of non-personnel spend (z=43.0, peer median 0.4%)",29699.76,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""23.36%"", ""peer_median_share"": ""0.35%"", ""z_score"": 43.02}"
C,Category spend outlier,HIGH,M001188,Grace Meng,D,NY,,2025Q1,"FRANKED MAIL is 12.1% of non-personnel spend (z=42.9, peer median 0.0%)",7971.04,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""12.10%"", ""peer_median_share"": ""0.00%"", ""z_score"": 42.86}"
C,Category spend outlier,HIGH,S001229,Jefferson Shreve,R,IN,,2025Q4,"FRANKED MAIL is 18.9% of non-personnel spend (z=42.7, peer median 0.3%)",16799.24,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""18.90%"", ""peer_median_share"": ""0.29%"", ""z_score"": 42.66}"
C,Category spend outlier,HIGH,B001324,Wesley Bell,D,MO,,2025Q4,"FRANKED MAIL is 18.8% of non-personnel spend (z=42.3, peer median 0.3%)",19894.39,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""18.75%"", ""peer_median_share"": ""0.29%"", ""z_score"": 42.33}"
C,Category spend outlier,HIGH,W000797,Debbie Wasserman Schultz,D,FL,,2025Q3,"FRANKED MAIL is 22.8% of non-personnel spend (z=42.1, peer median 0.4%)",16406.69,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""22.85%"", ""peer_median_share"": ""0.35%"", ""z_score"": 42.07}"
C,Category spend outlier,HIGH,W000821,Bruce Westerman,R,AR,,2025Q3,"FRANKED MAIL is 22.8% of non-personnel spend (z=41.9, peer median 0.4%)",16092.57,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""22.77%"", ""peer_median_share"": ""0.35%"", ""z_score"": 41.93}"
C,Category spend outlier,HIGH,C001078,Gerald E. Connolly,D,VA,,2024Q4,"FRANKED MAIL is 54.9% of non-personnel spend (z=41.8, peer median 0.9%)",30281.91,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""54.94%"", ""peer_median_share"": ""0.93%"", ""z_score"": 41.77}"
C,Category spend outlier,HIGH,M001136,Lisa C. McClain,R,MI,,2025Q1,"FRANKED MAIL is 11.7% of non-personnel spend (z=41.4, peer median 0.0%)",21139.94,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""11.69%"", ""peer_median_share"": ""0.00%"", ""z_score"": 41.38}"
C,Category spend outlier,HIGH,A000375,Jodey C. Arrington,R,TX,,2025Q3,"FRANKED MAIL is 22.4% of non-personnel spend (z=41.3, peer median 0.4%)",34874.78,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""22.42%"", ""peer_median_share"": ""0.35%"", ""z_score"": 41.26}"
C,Category spend outlier,HIGH,S000522,Christopher H. Smith,R,NJ,,2024Q4,"FRANKED MAIL is 54.1% of non-personnel spend (z=41.1, peer median 0.9%)",59561.5,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""54.11%"", ""peer_median_share"": ""0.93%"", ""z_score"": 41.13}"
C,Category spend outlier,HIGH,W000798,Tim Walberg,R,MI,,2025Q1,"FRANKED MAIL is 11.6% of non-personnel spend (z=41.1, peer median 0.0%)",10507.59,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""11.60%"", ""peer_median_share"": ""0.00%"", ""z_score"": 41.08}"
C,Category spend outlier,HIGH,M001211,Mary E. Miller,R,IL,,2025Q4,"FRANKED MAIL is 18.2% of non-personnel spend (z=41.0, peer median 0.3%)",23581.31,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""18.18%"", ""peer_median_share"": ""0.29%"", ""z_score"": 41.01}"
C,Category spend outlier,HIGH,G000576,Glenn Grothman,R,WI,,2025Q4,"FRANKED MAIL is 18.1% of non-personnel spend (z=40.9, peer median 0.3%)",25339.84,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""18.14%"", ""peer_median_share"": ""0.29%"", ""z_score"": 40.93}"
C,Category spend outlier,HIGH,T000480,William R. Timmons IV,R,SC,,2025Q1,"FRANKED MAIL is 11.5% of non-personnel spend (z=40.7, peer median 0.0%)",15246.92,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""11.49%"", ""peer_median_share"": ""0.00%"", ""z_score"": 40.7}"
D,Rare category dominance,MEDIUM,A000376,Colin Z. Allred,D,TX,,2024Q4,EQUIPMENT is 72.6% of non-personnel QTD spend,41505.47,,"{""category"": ""EQUIPMENT"", ""category_share"": ""72.59%"", ""office_non_personnel_total"": 57176.65}"
D,Rare category dominance,HIGH,B001311,Dan Bishop,R,NC,,2024Q4,FRANKED MAIL is 41.9% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],50756.25,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""41.93%"", ""office_non_personnel_total"": 121049.24}"
D,Rare category dominance,HIGH,C000059,Ken Calvert,R,CA,,2024Q4,FRANKED MAIL is 38.5% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],64662.11,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""38.49%"", ""office_non_personnel_total"": 167985.34}"
D,Rare category dominance,HIGH,C001126,Mike Carey,R,OH,,2024Q4,FRANKED MAIL is 39.8% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],61192.23,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""39.78%"", ""office_non_personnel_total"": 153844.69}"
D,Rare category dominance,HIGH,C001055,Ed Case,D,HI,,2024Q4,FRANKED MAIL is 42.0% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],64740.47,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""41.98%"", ""office_non_personnel_total"": 154208.81}"
D,Rare category dominance,HIGH,C001091,Joaquin Castro,D,TX,,2024Q4,FRANKED MAIL is 30.7% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],33627.84,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""30.66%"", ""office_non_personnel_total"": 109664.16}"
D,Rare category dominance,HIGH,C001078,Gerald E. Connolly,D,VA,,2024Q4,FRANKED MAIL is 54.9% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],30281.91,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""54.94%"", ""office_non_personnel_total"": 55117.57}"
D,Rare category dominance,HIGH,D000096,Danny K. Davis,D,IL,,2024Q4,EQUIPMENT is 210.1% of non-personnel QTD spend,5308.0,,"{""category"": ""EQUIPMENT"", ""category_share"": ""210.13%"", ""office_non_personnel_total"": 2526.09}"
D,Rare category dominance,HIGH,D000623,Mark DeSaulnier,D,CA,,2024Q4,FRANKED MAIL is 43.0% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],40150.56,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""42.95%"", ""office_non_personnel_total"": 93480.29}"
D,Rare category dominance,HIGH,D000624,Debbie Dingell,D,MI,,2024Q4,FRANKED MAIL is 32.1% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],35248.11,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""32.15%"", ""office_non_personnel_total"": 109642.11}"
D,Rare category dominance,HIGH,F000471,Scott Fitzgerald,R,WI,,2024Q4,FRANKED MAIL is 60.4% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],139703.75,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""60.36%"", ""office_non_personnel_total"": 231456.06}"
D,Rare category dominance,HIGH,F000472,Scott Franklin,R,FL,,2024Q4,FRANKED MAIL is 37.4% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],30422.26,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""37.42%"", ""office_non_personnel_total"": 81298.31}"
D,Rare category dominance,HIGH,G000559,John Garamendi,D,CA,,2024Q4,FRANKED MAIL is 37.4% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],53408.24,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""37.44%"", ""office_non_personnel_total"": 142656.38}"
D,Rare category dominance,MEDIUM,G000568,H. Morgan Griffith,R,VA,,2024Q4,EQUIPMENT is 36.7% of non-personnel QTD spend,46252.3,,"{""category"": ""EQUIPMENT"", ""category_share"": ""36.71%"", ""office_non_personnel_total"": 125977.75}"
D,Rare category dominance,HIGH,J000308,Jeff Jackson,D,NC,,2024Q4,FRANKED MAIL is 36.0% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],70538.05,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""35.98%"", ""office_non_personnel_total"": 196050.09}"
D,Rare category dominance,HIGH,J000294,Hakeem S. Jeffries,D,NY,,2024Q4,FRANKED MAIL is 34.9% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],71590.25,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""34.87%"", ""office_non_personnel_total"": 205330.45}"
D,Rare category dominance,HIGH,K000009,Marcy Kaptur,D,OH,,2024Q4,FRANKED MAIL is 39.4% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],62496.14,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""39.43%"", ""office_non_personnel_total"": 158495.48}"
D,Rare category dominance,HIGH,K000398,"Thomas H. Kean, Jr.",R,NJ,,2024Q4,FRANKED MAIL is 43.6% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],31075.42,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""43.62%"", ""office_non_personnel_total"": 71239.71}"
D,Rare category dominance,HIGH,K000397,Young Kim,R,CA,,2024Q4,FRANKED MAIL is 49.8% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],84333.49,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""49.82%"", ""office_non_personnel_total"": 169277.77}"
D,Rare category dominance,HIGH,L000557,John B. Larson,D,CT,,2024Q4,FRANKED MAIL is 48.1% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],69684.86,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""48.06%"", ""office_non_personnel_total"": 145009.57}"
D,Rare category dominance,HIGH,L000599,Michael Lawler,R,NY,,2024Q4,FRANKED MAIL is 44.6% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],33680.63,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""44.62%"", ""office_non_personnel_total"": 75482.38}"
D,Rare category dominance,HIGH,M000317,Nicole Malliotakis,R,NY,,2024Q4,FRANKED MAIL is 35.0% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],17957.15,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""35.03%"", ""office_non_personnel_total"": 51258.31}"
D,Rare category dominance,HIGH,M000871,Tracey Mann,R,KS,,2024Q4,FRANKED MAIL is 41.5% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],63369.35,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""41.51%"", ""office_non_personnel_total"": 152671.26}"
D,Rare category dominance,HIGH,M001194,John R. Moolenaar,R,MI,,2024Q4,FRANKED MAIL is 44.4% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],51644.69,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""44.38%"", ""office_non_personnel_total"": 116372.99}"
D,Rare category dominance,MEDIUM,N000002,Jerrold Nadler,D,NY,,2024Q4,EQUIPMENT is 33.8% of non-personnel QTD spend,52463.15,,"{""category"": ""EQUIPMENT"", ""category_share"": ""33.84%"", ""office_non_personnel_total"": 155037.89}"
D,Rare category dominance,MEDIUM,N000026,Troy E. Nehls,R,TX,,2024Q4,EQUIPMENT is 34.9% of non-personnel QTD spend,50155.91,,"{""category"": ""EQUIPMENT"", ""category_share"": ""34.90%"", ""office_non_personnel_total"": 143733.1}"
D,Rare category dominance,HIGH,P000034,"Frank Pallone, Jr.",D,NJ,,2024Q4,FRANKED MAIL is 57.4% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],112884.5,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""57.36%"", ""office_non_personnel_total"": 196791.84}"
D,Rare category dominance,MEDIUM,P000609,Gary J. Palmer,R,AL,,2024Q4,EQUIPMENT is 39.9% of non-personnel QTD spend,24164.04,,"{""category"": ""EQUIPMENT"", ""category_share"": ""39.89%"", ""office_non_personnel_total"": 60579.55}"
D,Rare category dominance,HIGH,S001168,John P. Sarbanes,D,MD,,2024Q4,FRANKED MAIL is 37.7% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],30063.17,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""37.69%"", ""office_non_personnel_total"": 79754.64}"
D,Rare category dominance,HIGH,S001224,Keith Self,R,TX,,2024Q4,FRANKED MAIL is 39.8% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],41831.96,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""39.80%"", ""office_non_personnel_total"": 105093.8}"
D,Rare category dominance,HIGH,S000522,Christopher H. Smith,R,NJ,,2024Q4,FRANKED MAIL is 54.1% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],59561.5,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""54.11%"", ""office_non_personnel_total"": 110075.96}"
D,Rare category dominance,HIGH,S001225,Eric Sorensen,D,IL,,2024Q4,FRANKED MAIL is 49.7% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],47396.22,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""49.72%"", ""office_non_personnel_total"": 95331.22}"
D,Rare category dominance,HIGH,S000929,Victoria Spartz,R,IN,,2024Q4,FRANKED MAIL is 44.7% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],74166.06,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""44.66%"", ""office_non_personnel_total"": 166078.44}"
D,Rare category dominance,HIGH,T000468,Dina Titus,D,NV,,2024Q4,FRANKED MAIL is 32.8% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],101286.25,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""32.79%"", ""office_non_personnel_total"": 308917.27}"
D,Rare category dominance,HIGH,W000812,Ann Wagner,R,MO,,2024Q4,FRANKED MAIL is 34.8% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],36300.79,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""34.79%"", ""office_non_personnel_total"": 104334.34}"
D,Rare category dominance,HIGH,W000187,Maxine Waters,D,CA,,2024Q4,FRANKED MAIL is 44.7% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],64715.97,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""44.71%"", ""office_non_personnel_total"": 144753.04}"
D,Rare category dominance,HIGH,Z000018,Ryan K. Zinke,R,MT,,2024Q4,FRANKED MAIL is 46.5% of non-personnel QTD spend [ELECTION YEAR — franked mail prohibited near election day],51188.4,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""46.52%"", ""office_non_personnel_total"": 110026.16}"
D,Rare category dominance,MEDIUM,A000380,Gabe Amo,D,RI,,2025Q1,FRANKED MAIL is 31.5% of non-personnel QTD spend,28716.04,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""31.50%"", ""office_non_personnel_total"": 91163.95}"
D,Rare category dominance,MEDIUM,C001127,Sheila Cherfilus-McCormick,D,FL,,2025Q1,FRANKED MAIL is 47.3% of non-personnel QTD spend,74865.95,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""47.29%"", ""office_non_personnel_total"": 158302.49}"
D,Rare category dominance,MEDIUM,D000631,Madeleine Dean,D,PA,,2025Q1,FRANKED MAIL is 33.9% of non-personnel QTD spend,22097.61,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""33.94%"", ""office_non_personnel_total"": 65114.62}"
D,Rare category dominance,MEDIUM,G000576,Glenn Grothman,R,WI,,2025Q1,FRANKED MAIL is 37.0% of non-personnel QTD spend,29215.86,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""36.95%"", ""office_non_personnel_total"": 79060.07}"
D,Rare category dominance,MEDIUM,O000019,Jay Obernolte,R,CA,,2025Q1,FRANKED MAIL is 36.2% of non-personnel QTD spend,28744.11,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""36.16%"", ""office_non_personnel_total"": 79489.68}"
D,Rare category dominance,MEDIUM,T000463,Michael R. Turner,R,OH,,2025Q1,FRANKED MAIL is 35.0% of non-personnel QTD spend,46136.97,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""34.99%"", ""office_non_personnel_total"": 131864.93}"
D,Rare category dominance,MEDIUM,B001307,James R. Baird,R,IN,,2025Q2,FRANKED MAIL is 32.0% of non-personnel QTD spend,50768.5,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""32.00%"", ""office_non_personnel_total"": 158669.11}"
D,Rare category dominance,MEDIUM,B001260,Vern Buchanan,R,FL,,2025Q2,FRANKED MAIL is 54.2% of non-personnel QTD spend,90072.66,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""54.16%"", ""office_non_personnel_total"": 166323.7}"
D,Rare category dominance,MEDIUM,F000446,Randy Feenstra,R,IA,,2025Q2,FRANKED MAIL is 34.3% of non-personnel QTD spend,65211.34,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""34.28%"", ""office_non_personnel_total"": 190232.38}"
D,Rare category dominance,MEDIUM,K000376,Mike Kelly,R,PA,,2025Q2,FRANKED MAIL is 40.9% of non-personnel QTD spend,64163.93,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""40.88%"", ""office_non_personnel_total"": 156973.24}"
D,Rare category dominance,MEDIUM,M000317,Nicole Malliotakis,R,NY,,2025Q2,FRANKED MAIL is 35.2% of non-personnel QTD spend,53804.28,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""35.20%"", ""office_non_personnel_total"": 152834.14}"
D,Rare category dominance,MEDIUM,M001218,Richard McCormick,R,GA,,2025Q2,FRANKED MAIL is 30.1% of non-personnel QTD spend,26092.51,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""30.14%"", ""office_non_personnel_total"": 86561.37}"
D,Rare category dominance,MEDIUM,R000610,Guy Reschenthaler,R,PA,,2025Q2,FRANKED MAIL is 37.2% of non-personnel QTD spend,42519.31,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""37.20%"", ""office_non_personnel_total"": 114300.33}"
D,Rare category dominance,MEDIUM,S000522,Christopher H. Smith,R,NJ,,2025Q2,FRANKED MAIL is 50.8% of non-personnel QTD spend,60592.4,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""50.81%"", ""office_non_personnel_total"": 119264.44}"
D,Rare category dominance,MEDIUM,T000488,Shri Thanedar,D,MI,,2025Q2,FRANKED MAIL is 38.8% of non-personnel QTD spend,89774.83,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""38.80%"", ""office_non_personnel_total"": 231364.14}"
D,Rare category dominance,MEDIUM,W000187,Maxine Waters,D,CA,,2025Q2,FRANKED MAIL is 30.8% of non-personnel QTD spend,63561.45,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""30.80%"", ""office_non_personnel_total"": 206397.14}"
D,Rare category dominance,MEDIUM,C001055,Ed Case,D,HI,,2025Q3,FRANKED MAIL is 36.2% of non-personnel QTD spend,70601.97,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""36.16%"", ""office_non_personnel_total"": 195271.6}"
D,Rare category dominance,MEDIUM,D000032,Byron Donalds,R,FL,,2025Q3,FRANKED MAIL is 52.0% of non-personnel QTD spend,124192.68,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""51.95%"", ""office_non_personnel_total"": 239054.45}"
D,Rare category dominance,MEDIUM,F000474,Mike Flood,R,NE,,2025Q3,FRANKED MAIL is 43.2% of non-personnel QTD spend,64818.65,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""43.16%"", ""office_non_personnel_total"": 150180.5}"
D,Rare category dominance,MEDIUM,G000559,John Garamendi,D,CA,,2025Q3,FRANKED MAIL is 37.6% of non-personnel QTD spend,56928.16,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""37.61%"", ""office_non_personnel_total"": 151351.89}"
D,Rare category dominance,MEDIUM,G000601,Craig A. Goldman,R,TX,,2025Q3,FRANKED MAIL is 32.6% of non-personnel QTD spend,48091.43,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""32.59%"", ""office_non_personnel_total"": 147555.12}"
D,Rare category dominance,MEDIUM,G000589,Lance Gooden,R,TX,,2025Q3,FRANKED MAIL is 30.7% of non-personnel QTD spend,44549.87,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""30.71%"", ""office_non_personnel_total"": 145085.72}"
D,Rare category dominance,MEDIUM,L000596,Anna Paulina Luna,R,FL,,2025Q3,FRANKED MAIL is 35.4% of non-personnel QTD spend,65908.83,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""35.40%"", ""office_non_personnel_total"": 186176.4}"
D,Rare category dominance,MEDIUM,O000019,Jay Obernolte,R,CA,,2025Q3,FRANKED MAIL is 61.3% of non-personnel QTD spend,65897.75,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""61.35%"", ""office_non_personnel_total"": 107419.99}"
D,Rare category dominance,MEDIUM,R000610,Guy Reschenthaler,R,PA,,2025Q3,FRANKED MAIL is 35.8% of non-personnel QTD spend,42458.52,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""35.77%"", ""office_non_personnel_total"": 118700.82}"
D,Rare category dominance,MEDIUM,S001228,Derek Schmidt,R,KS,,2025Q3,FRANKED MAIL is 38.7% of non-personnel QTD spend,35129.95,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""38.73%"", ""office_non_personnel_total"": 90715.49}"
D,Rare category dominance,MEDIUM,S001157,David Scott,D,GA,,2025Q3,FRANKED MAIL is 32.6% of non-personnel QTD spend,67600.42,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""32.61%"", ""office_non_personnel_total"": 207315.18}"
D,Rare category dominance,MEDIUM,S001225,Eric Sorensen,D,IL,,2025Q3,FRANKED MAIL is 32.1% of non-personnel QTD spend,51512.15,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""32.10%"", ""office_non_personnel_total"": 160484.79}"
D,Rare category dominance,MEDIUM,Z000018,Ryan K. Zinke,R,MT,,2025Q3,FRANKED MAIL is 30.8% of non-personnel QTD spend,43006.06,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""30.76%"", ""office_non_personnel_total"": 139798.58}"
D,Rare category dominance,MEDIUM,D000629,Sharice Davids,D,KS,,2025Q4,FRANKED MAIL is 30.6% of non-personnel QTD spend,24183.78,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""30.59%"", ""office_non_personnel_total"": 79051.86}"
D,Rare category dominance,MEDIUM,E000071,Jake Ellzey,R,TX,,2025Q4,EQUIPMENT is 34.9% of non-personnel QTD spend,32631.0,,"{""category"": ""EQUIPMENT"", ""category_share"": ""34.91%"", ""office_non_personnel_total"": 93482.29}"
D,Rare category dominance,MEDIUM,G000601,Craig A. Goldman,R,TX,,2025Q4,FRANKED MAIL is 38.8% of non-personnel QTD spend,64699.95,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""38.77%"", ""office_non_personnel_total"": 166862.88}"
D,Rare category dominance,MEDIUM,G000605,Adam Gray,D,CA,,2025Q4,FRANKED MAIL is 30.3% of non-personnel QTD spend,26930.95,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""30.29%"", ""office_non_personnel_total"": 88908.58}"
D,Rare category dominance,MEDIUM,J000304,Ronny Jackson,R,TX,,2025Q4,FRANKED MAIL is 30.6% of non-personnel QTD spend,33203.81,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""30.65%"", ""office_non_personnel_total"": 108341.98}"
D,Rare category dominance,MEDIUM,J000307,John James,R,MI,,2025Q4,FRANKED MAIL is 37.8% of non-personnel QTD spend,47265.03,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""37.82%"", ""office_non_personnel_total"": 124973.93}"
D,Rare category dominance,MEDIUM,K000398,"Thomas H. Kean, Jr.",R,NJ,,2025Q4,FRANKED MAIL is 54.9% of non-personnel QTD spend,80034.19,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""54.91%"", ""office_non_personnel_total"": 145754.41}"
D,Rare category dominance,MEDIUM,L000599,Michael Lawler,R,NY,,2025Q4,FRANKED MAIL is 38.1% of non-personnel QTD spend,36976.01,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""38.10%"", ""office_non_personnel_total"": 97051.19}"
D,Rare category dominance,MEDIUM,L000582,Ted Lieu,D,CA,,2025Q4,FRANKED MAIL is 39.9% of non-personnel QTD spend,34605.47,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""39.89%"", ""office_non_personnel_total"": 86761.91}"
D,Rare category dominance,MEDIUM,L000596,Anna Paulina Luna,R,FL,,2025Q4,FRANKED MAIL is 39.9% of non-personnel QTD spend,103401.54,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""39.87%"", ""office_non_personnel_total"": 259371.66}"
D,Rare category dominance,MEDIUM,S001213,Bryan Steil,R,WI,,2025Q4,FRANKED MAIL is 35.4% of non-personnel QTD spend,64164.53,,"{""category"": ""FRANKED MAIL"", ""category_share"": ""35.41%"", ""office_non_personnel_total"": 181224.82}"
E,Rare vendor,MEDIUM,G000583,Josh Gottheimer,D,NJ,,,"Paid PINPOINT DIGITAL LLC $498,267 — vendor used by only 2 office(s) total",498266.94000000006,PINPOINT DIGITAL LLC,"{""vendor_total_across_all_offices"": 507266.94, ""vendor_distinct_offices"": 2, ""vendor_transaction_count"": 9, ""quarters"": ""2024Q4, 2025Q1, 2025Q2""}"
E,Rare vendor,MEDIUM,S001216,Kim Schrier,D,WA,,,"Paid PINPOINT DIGITAL LLC $9,000 — vendor used by only 2 office(s) total",9000.0,PINPOINT DIGITAL LLC,"{""vendor_total_across_all_offices"": 507266.94, ""vendor_distinct_offices"": 2, ""vendor_transaction_count"": 9, ""quarters"": ""2025Q4""}"
